Notes,state,state_code,year,year_code,prescription_deaths,population,prescription_death_rate
,New Hampshire,33,2012,2012,46,1320718,3.5
,New Hampshire,33,2013,2013,55,1323459,4.2
,New Hampshire,33,2014,2014,58,1326813,4.4
,New Hampshire,33,2015,2015,47,1330608,3.5
,New Hampshire,33,2016,2016,52,1334795,3.9
,New Hampshire,33,2017,2017,40,1342795,3
,New Hampshire,33,2018,2018,29,1356458,2.1
,New Hampshire,33,2019,2019,32,1359711,2.4
,New Hampshire,33,2020,2020,26,1366275,1.9
,New Jersey,34,1999,1999,81,8359593,1
,New Jersey,34,2000,2000,57,8414350,0.7
,New Jersey,34,2001,2001,56,8492671,0.7
,New Jersey,34,2002,2002,69,8552643,0.8
,New Jersey,34,2003,2003,90,8601402,1
,New Jersey,34,2004,2004,74,8634561,0.9
,New Jersey,34,2005,2005,106,8651974,1.2
,New Jersey,34,2006,2006,123,8661679,1.4
,New Jersey,34,2007,2007,118,8677885,1.4
,New Jersey,34,2008,2008,108,8711090,1.2
,New Jersey,34,2009,2009,13,8755602,Unreliable
,New Jersey,34,2010,2010,158,8791894,1.8
,New Jersey,34,2011,2011,191,8821155,2.2
,New Jersey,34,2012,2012,188,8864590,2.1
,New Jersey,34,2013,2013,209,8899339,2.3
,New Jersey,34,2014,2014,207,8938175,2.3
,New Jersey,34,2015,2015,213,8958013,2.4
,New Jersey,34,2016,2016,320,8944469,3.6
,New Jersey,34,2017,2017,375,9005644,4.2
,New Jersey,34,2018,2018,378,8908520,4.2
,New Jersey,34,2019,2019,333,8882190,3.7
,New Jersey,34,2020,2020,313,8882371,3.5
,New Mexico,35,1999,1999,106,1808082,5.9
,New Mexico,35,2000,2000,89,1819046,4.9
,New Mexico,35,2001,2001,79,1831690,4.3
,New Mexico,35,2002,2002,124,1855309,6.7
,New Mexico,35,2003,2003,134,1877574,7.1
,New Mexico,35,2004,2004,83,1903808,4.4
,New Mexico,35,2005,2005,120,1932274,6.2
,New Mexico,35,2006,2006,141,1962137,7.2
,New Mexico,35,2007,2007,142,1990070,7.1
,New Mexico,35,2008,2008,176,2010662,8.8
,New Mexico,35,2009,2009,97,2036802,4.8
,New Mexico,35,2010,2010,99,2059179,4.8
,New Mexico,35,2011,2011,116,2082224,5.6
,New Mexico,35,2012,2012,148,2085538,7.1
,New Mexico,35,2013,2013,168,2085287,8.1
,New Mexico,35,2014,2014,197,2085572,9.4
,New Mexico,35,2015,2015,131,2085109,6.3
,New Mexico,35,2016,2016,125,2081015,6
,New Mexico,35,2017,2017,115,2088070,5.5
,New Mexico,35,2018,2018,106,2095428,5.1
,New Mexico,35,2019,2019,124,2096829,5.9
,New Mexico,35,2020,2020,142,2106319,6.7
,New York,36,1999,1999,38,18882726,0.2
,New York,36,2000,2000,24,18976457,0.1
,New York,36,2001,2001,59,19082838,0.3
,New York,36,2002,2002,33,19137800,0.2
,New York,36,2003,2003,54,19175939,0.3
,New York,36,2004,2004,67,19171567,0.3
,New York,36,2005,2005,82,19132610,0.4
,New York,36,2006,2006,237,19104631,1.2
,New York,36,2007,2007,306,19132335,1.6
,New York,36,2008,2008,372,19212436,1.9
,New York,36,2009,2009,361,19307066,1.9
,New York,36,2010,2010,416,19378102,2.1
,New York,36,2011,2011,506,19465197,2.6
,New York,36,2012,2012,517,19570261,2.6
,New York,36,2013,2013,529,19651127,2.7
,New York,36,2014,2014,526,19746227,2.7
,New York,36,2015,2015,600,19795791,3
,New York,36,2016,2016,786,19745289,4
,New York,36,2017,2017,724,19849399,3.6
,New York,36,2018,2018,700,19542209,3.6
,New York,36,2019,2019,629,19453561,3.2
,New York,36,2020,2020,864,19336776,4.5
,North Carolina,37,1999,1999,40,7949362,0.5
,North Carolina,37,2000,2000,78,8049313,1
,North Carolina,37,2001,2001,120,8210122,1.5
,North Carolina,37,2002,2002,110,8326201,1.3
,North Carolina,37,2003,2003,120,8422501,1.4
,North Carolina,37,2004,2004,135,8553152,1.6
,North Carolina,37,2005,2005,182,8705407,2.1
,North Carolina,37,2006,2006,200,8917270,2.2
,North Carolina,37,2007,2007,243,9118037,2.7
,North Carolina,37,2008,2008,347,9309449,3.7
,North Carolina,37,2009,2009,357,9449566,3.8
,North Carolina,37,2010,2010,357,9535483,3.7
,North Carolina,37,2011,2011,388,9656401,4
,North Carolina,37,2012,2012,345,9752073,3.5
,North Carolina,37,2013,2013,326,9848060,3.3
,North Carolina,37,2014,2014,403,9943964,4.1
,North Carolina,37,2015,2015,480,10042802,4.8
,North Carolina,37,2016,2016,540,10146788,5.3
,North Carolina,37,2017,2017,504,10273419,4.9
,North Carolina,37,2018,2018,368,10383620,3.5
,North Carolina,37,2019,2019,305,10488084,2.9
,North Carolina,37,2020,2020,360,10600823,3.4
,North Dakota,38,1999,1999,0,644259,Unreliable
,North Dakota,38,2000,2000,Suppressed,642200,Suppressed
,North Dakota,38,2001,2001,0,639062,Unreliable
,North Dakota,38,2002,2002,Suppressed,638168,Suppressed
,North Dakota,38,2003,2003,Suppressed,638817,Suppressed
,North Dakota,38,2004,2004,Suppressed,644705,Suppressed
,North Dakota,38,2005,2005,Suppressed,646089,Suppressed
,North Dakota,38,2006,2006,Suppressed,649422,Suppressed
,North Dakota,38,2007,2007,Suppressed,652822,Suppressed
,North Dakota,38,2008,2008,10,657569,Unreliable
,North Dakota,38,2009,2009,Suppressed,664968,Suppressed
,North Dakota,38,2010,2010,Suppressed,672591,Suppressed
,North Dakota,38,2011,2011,Suppressed,683932,Suppressed
,North Dakota,38,2012,2012,Suppressed,699628,Suppressed
,North Dakota,38,2013,2013,Suppressed,723393,Suppressed
,North Dakota,38,2014,2014,14,739482,Unreliable
,North Dakota,38,2015,2015,14,756927,Unreliable
,North Dakota,38,2016,2016,13,757952,Unreliable
,North Dakota,38,2017,2017,16,755393,Unreliable
,North Dakota,38,2018,2018,18,760077,Unreliable
,North Dakota,38,2019,2019,23,762062,3
,North Dakota,38,2020,2020,18,765309,Unreliable
,Ohio,39,1999,1999,56,11335457,0.5
,Ohio,39,2000,2000,86,11353140,0.8
,Ohio,39,2001,2001,118,11387404,1
,Ohio,39,2002,2002,155,11407889,1.4
,Ohio,39,2003,2003,128,11434788,1.1
,Ohio,39,2004,2004,150,11452251,1.3
,Ohio,39,2005,2005,169,11463320,1.5
,Ohio,39,2006,2006,213,11481213,1.9
,Ohio,39,2007,2007,252,11500468,2.2
,Ohio,39,2008,2008,287,11515391,2.5
,Ohio,39,2009,2009,228,11528896,2
,Ohio,39,2010,2010,450,11536504,3.9
,Ohio,39,2011,2011,510,11544951,4.4
,Ohio,39,2012,2012,451,11544225,3.9
,Ohio,39,2013,2013,464,11570808,4
,Ohio,39,2014,2014,571,11594163,4.9
,Ohio,39,2015,2015,628,11613423,5.4
,Ohio,39,2016,2016,732,11614373,6.3
,Ohio,39,2017,2017,812,11658609,7
,Ohio,39,2018,2018,469,11689442,4
,Ohio,39,2019,2019,370,11689100,3.2
,Ohio,39,2020,2020,414,11693217,3.5
,Oklahoma,40,1999,1999,38,3437148,1.1
,Oklahoma,40,2000,2000,53,3450654,1.5
,Oklahoma,40,2001,2001,74,3467100,2.1
,Oklahoma,40,2002,2002,68,3489080,1.9
,Oklahoma,40,2003,2003,113,3504892,3.2
,Oklahoma,40,2004,2004,128,3525233,3.6
,Oklahoma,40,2005,2005,143,3548597,4
,Oklahoma,40,2006,2006,176,3594090,4.9
,Oklahoma,40,2007,2007,249,3634349,6.9
,Oklahoma,40,2008,2008,221,3668976,6
,Oklahoma,40,2009,2009,313,3717572,8.4
,Oklahoma,40,2010,2010,300,3751351,8
,Oklahoma,40,2011,2011,310,3791508,8.2
,Oklahoma,40,2012,2012,343,3814820,9
,Oklahoma,40,2013,2013,337,3850568,8.8
,Oklahoma,40,2014,2014,332,3878051,8.6
,Oklahoma,40,2015,2015,253,3911338,6.5
,Oklahoma,40,2016,2016,260,3923561,6.6
,Oklahoma,40,2017,2017,187,3930864,4.8
,Oklahoma,40,2018,2018,126,3943079,3.2
,Oklahoma,40,2019,2019,96,3956971,2.4
,Oklahoma,40,2020,2020,86,3980783,2.2
,Oregon,41,1999,1999,14,3393941,Unreliable
,Oregon,41,2000,2000,15,3421399,Unreliable
,Oregon,41,2001,2001,21,3467937,0.6
,Oregon,41,2002,2002,25,3513424,0.7
,Oregon,41,2003,2003,53,3547376,1.5
,Oregon,41,2004,2004,37,3569463,1
,Oregon,41,2005,2005,39,3613202,1.1
,Oregon,41,2006,2006,69,3670883,1.9
,Oregon,41,2007,2007,58,3722417,1.6
,Oregon,41,2008,2008,69,3768748,1.8
,Oregon,41,2009,2009,83,3808600,2.2
,Oregon,41,2010,2010,80,3831074,2.1
,Oregon,41,2011,2011,104,3871859,2.7
,Oregon,41,2012,2012,84,3899353,2.2
,Oregon,41,2013,2013,88,3930065,2.2
,Oregon,41,2014,2014,86,3970239,2.2
,Oregon,41,2015,2015,103,4028977,2.6
,Oregon,41,2016,2016,92,4093465,2.2
,Oregon,41,2017,2017,85,4142776,2.1
,Oregon,41,2018,2018,91,4190713,2.2
,Oregon,41,2019,2019,69,4217737,1.6
,Oregon,41,2020,2020,90,4241507,2.1
,Pennsylvania,42,1999,1999,45,12263805,0.4
,Pennsylvania,42,2000,2000,73,12281054,0.6
,Pennsylvania,42,2001,2001,60,12298970,0.5
,Pennsylvania,42,2002,2002,77,12331031,0.6
,Pennsylvania,42,2003,2003,112,12374658,0.9
,Pennsylvania,42,2004,2004,133,12410722,1.1
,Pennsylvania,42,2005,2005,133,12449990,1.1
,Pennsylvania,42,2006,2006,122,12510809,1
,Pennsylvania,42,2007,2007,192,12563937,1.5
,Pennsylvania,42,2008,2008,231,12612285,1.8
,Pennsylvania,42,2009,2009,244,12666858,1.9
,Pennsylvania,42,2010,2010,281,12702379,2.2
,Pennsylvania,42,2011,2011,296,12742886,2.3
,Pennsylvania,42,2012,2012,322,12763536,2.5
,Pennsylvania,42,2013,2013,364,12773801,2.8
,Pennsylvania,42,2014,2014,361,12787209,2.8
,Pennsylvania,42,2015,2015,420,12802503,3.3
,Pennsylvania,42,2016,2016,569,12784227,4.5
,Pennsylvania,42,2017,2017,500,12805537,3.9
,Pennsylvania,42,2018,2018,528,12807060,4.1
,Pennsylvania,42,2019,2019,457,12801989,3.6
,Pennsylvania,42,2020,2020,569,12783254,4.5
,Rhode Island,44,1999,1999,0,1040402,Unreliable
,Rhode Island,44,2000,2000,0,1048319,Unreliable
,Rhode Island,44,2001,2001,Suppressed,1057142,Suppressed
,Rhode Island,44,2002,2002,0,1065995,Unreliable
,Rhode Island,44,2003,2003,0,1071342,Unreliable
,Rhode Island,44,2004,2004,0,1074579,Unreliable
,Rhode Island,44,2005,2005,Suppressed,1067916,Suppressed
,Rhode Island,44,2006,2006,31,1063096,2.9
,Rhode Island,44,2007,2007,13,1057315,Unreliable
,Rhode Island,44,2008,2008,24,1055003,2.3
,Rhode Island,44,2009,2009,20,1053646,1.9
,Rhode Island,44,2010,2010,42,1052567,4
,Rhode Island,44,2011,2011,57,1051302,5.4
,Rhode Island,44,2012,2012,67,1050292,6.4
,Rhode Island,44,2013,2013,71,1051511,6.8
,Rhode Island,44,2014,2014,59,1055173,5.6
,Rhode Island,44,2015,2015,87,1056298,8.2
,Rhode Island,44,2016,2016,80,1056426,7.6
,Rhode Island,44,2017,2017,69,1059639,6.5
,Rhode Island,44,2018,2018,50,1057315,4.7
,Rhode Island,44,2019,2019,38,1059361,3.6
,Rhode Island,44,2020,2020,41,1057125,3.9
,South Carolina,45,1999,1999,20,3974684,0.5
,South Carolina,45,2000,2000,36,4012012,0.9
,South Carolina,45,2001,2001,52,4064995,1.3
,South Carolina,45,2002,2002,32,4107795,0.8
,South Carolina,45,2003,2003,43,4150297,1
,South Carolina,45,2004,2004,52,4210921,1.2
,South Carolina,45,2005,2005,50,4270150,1.2
,South Carolina,45,2006,2006,101,4357847,2.3
,South Carolina,45,2007,2007,92,4444110,2.1
,South Carolina,45,2008,2008,102,4528996,2.3
,South Carolina,45,2009,2009,108,4589872,2.4
,South Carolina,45,2010,2010,130,4625364,2.8
,South Carolina,45,2011,2011,124,4679230,2.7
,South Carolina,45,2012,2012,135,4723723,2.9
,South Carolina,45,2013,2013,134,4774839,2.8
,South Carolina,45,2014,2014,297,4832482,6.1
,South Carolina,45,2015,2015,292,4896146,6
,South Carolina,45,2016,2016,306,4961119,6.2
,South Carolina,45,2017,2017,287,5024369,5.7
,South Carolina,45,2018,2018,310,5084127,6.1
,South Carolina,45,2019,2019,313,5148714,6.1
,South Carolina,45,2020,2020,373,5218040,7.1
,South Dakota,46,1999,1999,Suppressed,750417,Suppressed
,South Dakota,46,2000,2000,0,754844,Unreliable
,South Dakota,46,2001,2001,Suppressed,757972,Suppressed
,South Dakota,46,2002,2002,Suppressed,760020,Suppressed
,South Dakota,46,2003,2003,Suppressed,763729,Suppressed
,South Dakota,46,2004,2004,Suppressed,770396,Suppressed
,South Dakota,46,2005,2005,10,775493,Unreliable
,South Dakota,46,2006,2006,14,783033,Unreliable
,South Dakota,46,2007,2007,Suppressed,791623,Suppressed
,South Dakota,46,2008,2008,12,799124,Unreliable
,South Dakota,46,2009,2009,12,807067,Unreliable
,South Dakota,46,2010,2010,Suppressed,814180,Suppressed
,South Dakota,46,2011,2011,16,824082,Unreliable
,South Dakota,46,2012,2012,12,833354,Unreliable
,South Dakota,46,2013,2013,18,844877,Unreliable
,South Dakota,46,2014,2014,16,853175,Unreliable
,South Dakota,46,2015,2015,Suppressed,858469,Suppressed
,South Dakota,46,2016,2016,18,865454,Unreliable
,South Dakota,46,2017,2017,Suppressed,869666,Suppressed
,South Dakota,46,2018,2018,Suppressed,882235,Suppressed
,South Dakota,46,2019,2019,11,884659,Unreliable
,South Dakota,46,2020,2020,13,892717,Unreliable
,Tennessee,47,1999,1999,33,5638708,0.6
,Tennessee,47,2000,2000,28,5689283,0.5
,Tennessee,47,2001,2001,58,5750789,1
,Tennessee,47,2002,2002,58,5795918,1
,Tennessee,47,2003,2003,99,5847812,1.7
,Tennessee,47,2004,2004,139,5910809,2.4
,Tennessee,47,2005,2005,163,5991057,2.7
,Tennessee,47,2006,2006,164,6088766,2.7
,Tennessee,47,2007,2007,185,6175727,3
,Tennessee,47,2008,2008,232,6247411,3.7
,Tennessee,47,2009,2009,288,6306019,4.6
,Tennessee,47,2010,2010,360,6346105,5.7
,Tennessee,47,2011,2011,409,6403353,6.4
,Tennessee,47,2012,2012,439,6456243,6.8
,Tennessee,47,2013,2013,470,6495978,7.2
,Tennessee,47,2014,2014,509,6549352,7.8
,Tennessee,47,2015,2015,583,6600299,8.8
,Tennessee,47,2016,2016,610,6651194,9.2
,Tennessee,47,2017,2017,548,6715984,8.2
,Tennessee,47,2018,2018,458,6770010,6.8
,Tennessee,47,2019,2019,429,6829174,6.3
,Tennessee,47,2020,2020,526,6886834,7.6
,Texas,48,1999,1999,85,20558220,0.4
,Texas,48,2000,2000,121,20851820,0.6
,Texas,48,2001,2001,162,21319622,0.8
,Texas,48,2002,2002,230,21690325,1.1
,Texas,48,2003,2003,275,22030931,1.2
,Texas,48,2004,2004,289,22394023,1.3
,Texas,48,2005,2005,335,22778123,1.5
,Texas,48,2006,2006,491,23359580,2.1
,Texas,48,2007,2007,456,23831983,1.9
,Texas,48,2008,2008,372,24309039,1.5
,Texas,48,2009,2009,453,24801761,1.8
,Texas,48,2010,2010,470,25145561,1.9
,Texas,48,2011,2011,440,25674681,1.7
,Texas,48,2012,2012,395,26059203,1.5
,Texas,48,2013,2013,375,26448193,1.4
,Texas,48,2014,2014,402,26956958,1.5
,Texas,48,2015,2015,414,27469114,1.5
,Texas,48,2016,2016,428,27862596,1.5
,Texas,48,2017,2017,445,28304596,1.6
,Texas,48,2018,2018,375,28701845,1.3
,Texas,48,2019,2019,370,28995881,1.3
,Texas,48,2020,2020,481,29360759,1.6
,Utah,49,1999,1999,Suppressed,2203483,Suppressed
,Utah,49,2000,2000,10,2233169,Unreliable
,Utah,49,2001,2001,12,2283715,Unreliable
,Utah,49,2002,2002,23,2324815,1
,Utah,49,2003,2003,17,2360137,Unreliable
,Utah,49,2004,2004,23,2401580,1
,Utah,49,2005,2005,19,2457719,Unreliable
,Utah,49,2006,2006,18,2525507,Unreliable
,Utah,49,2007,2007,52,2597746,2
,Utah,49,2008,2008,83,2663029,3.1
,Utah,49,2009,2009,101,2723421,3.7
,Utah,49,2010,2010,115,2763885,4.2
,Utah,49,2011,2011,164,2817222,5.8
,Utah,49,2012,2012,193,2855287,6.8
,Utah,49,2013,2013,227,2900872,7.8
,Utah,49,2014,2014,267,2942902,9.1
,Utah,49,2015,2015,258,2995919,8.6
,Utah,49,2016,2016,243,3051217,8
,Utah,49,2017,2017,212,3101833,6.8
,Utah,49,2018,2018,234,3161105,7.4
,Utah,49,2019,2019,202,3205958,6.3
,Utah,49,2020,2020,165,3249879,5.1
,Vermont,50,1999,1999,Suppressed,604687,Suppressed
,Vermont,50,2000,2000,12,608827,Unreliable
,Vermont,50,2001,2001,14,612223,Unreliable
,Vermont,50,2002,2002,11,615442,Unreliable
,Vermont,50,2003,2003,29,617858,4.7
,Vermont,50,2004,2004,18,619920,Unreliable
,Vermont,50,2005,2005,13,621215,Unreliable
,Vermont,50,2006,2006,19,622892,Unreliable
,Vermont,50,2007,2007,20,623481,3.2
,Vermont,50,2008,2008,26,624151,4.2
,Vermont,50,2009,2009,16,624817,Unreliable
,Vermont,50,2010,2010,16,625741,Unreliable
,Vermont,50,2011,2011,27,626431,4.3
,Vermont,50,2012,2012,19,626011,Unreliable
,Vermont,50,2013,2013,26,626630,4.1
,Vermont,50,2014,2014,13,626562,Unreliable
,Vermont,50,2015,2015,20,626042,3.2
,Vermont,50,2016,2016,16,624594,Unreliable
,Vermont,50,2017,2017,21,623657,3.4
,Vermont,50,2018,2018,16,626299,Unreliable
,Vermont,50,2019,2019,16,623989,Unreliable
,Vermont,50,2020,2020,28,623347,4.5
,Virginia,51,1999,1999,87,7000176,1.2
,Virginia,51,2000,2000,90,7078515,1.3
,Virginia,51,2001,2001,104,7198362,1.4
,Virginia,51,2002,2002,119,7286873,1.6
,Virginia,51,2003,2003,120,7366977,1.6
,Virginia,51,2004,2004,146,7475575,2
,Virginia,51,2005,2005,126,7577105,1.7
,Virginia,51,2006,2006,137,7673725,1.8
,Virginia,51,2007,2007,164,7751000,2.1
,Virginia,51,2008,2008,172,7833496,2.2
,Virginia,51,2009,2009,169,7925937,2.1
,Virginia,51,2010,2010,162,8001024,2
,Virginia,51,2011,2011,256,8096604,3.2
,Virginia,51,2012,2012,231,8185867,2.8
,Virginia,51,2013,2013,242,8260405,2.9
,Virginia,51,2014,2014,260,8326289,3.1
,Virginia,51,2015,2015,237,8382993,2.8
,Virginia,51,2016,2016,304,8411808,3.6
,Virginia,51,2017,2017,290,8470020,3.4
,Virginia,51,2018,2018,205,8517685,2.4
,Virginia,51,2019,2019,213,8535519,2.5
,Virginia,51,2020,2020,264,8590563,3.1
,Washington,53,1999,1999,69,5842565,1.2
,Washington,53,2000,2000,65,5894121,1.1
,Washington,53,2001,2001,92,5985722,1.5
,Washington,53,2002,2002,97,6052349,1.6
,Washington,53,2003,2003,122,6104115,2
,Washington,53,2004,2004,157,6178645,2.5
,Washington,53,2005,2005,180,6257305,2.9
,Washington,53,2006,2006,214,6370753,3.4
,Washington,53,2007,2007,224,6461587,3.5
,Washington,53,2008,2008,248,6562231,3.8
,Washington,53,2009,2009,277,6667426,4.2
,Washington,53,2010,2010,241,6724540,3.6
,Washington,53,2011,2011,251,6830038,3.7
,Washington,53,2012,2012,273,6897012,4
,Washington,53,2013,2013,221,6971406,3.2
,Washington,53,2014,2014,230,7061530,3.3
,Washington,53,2015,2015,206,7170351,2.9
,Washington,53,2016,2016,229,7288000,3.1
,Washington,53,2017,2017,202,7405743,2.7
,Washington,53,2018,2018,175,7535591,2.3
,Washington,53,2019,2019,158,7614893,2.1
,Washington,53,2020,2020,208,7693612,2.7
,West Virginia,54,1999,1999,Suppressed,1811801,Suppressed
,West Virginia,54,2000,2000,16,1808344,Unreliable
,West Virginia,54,2001,2001,42,1801481,2.3
,West Virginia,54,2002,2002,59,1805414,3.3
,West Virginia,54,2003,2003,106,1812295,5.8
,West Virginia,54,2004,2004,105,1816438,5.8
,West Virginia,54,2005,2005,49,1820492,2.7
,West Virginia,54,2006,2006,141,1827912,7.7
,West Virginia,54,2007,2007,160,1834052,8.7
,West Virginia,54,2008,2008,199,1840310,10.8
,West Virginia,54,2009,2009,88,1847775,4.8
,West Virginia,54,2010,2010,308,1852994,16.6
,West Virginia,54,2011,2011,412,1855364,22.2
,West Virginia,54,2012,2012,325,1855413,17.5
,West Virginia,54,2013,2013,322,1854304,17.4
,West Virginia,54,2014,2014,329,1850326,17.8
,West Virginia,54,2015,2015,321,1844128,17.4
,West Virginia,54,2016,2016,295,1831102,16.1
,West Virginia,54,2017,2017,260,1815857,14.3
,West Virginia,54,2018,2018,201,1805832,11.1
,West Virginia,54,2019,2019,165,1792147,9.2
,West Virginia,54,2020,2020,265,1784787,14.8
,Wisconsin,55,1999,1999,23,5332666,0.4
,Wisconsin,55,2000,2000,32,5363675,0.6
,Wisconsin,55,2001,2001,50,5406835,0.9
,Wisconsin,55,2002,2002,74,5445162,1.4
,Wisconsin,55,2003,2003,83,5479203,1.5
,Wisconsin,55,2004,2004,86,5514026,1.6
,Wisconsin,55,2005,2005,99,5546166,1.8
,Wisconsin,55,2006,2006,133,5577655,2.4
,Wisconsin,55,2007,2007,151,5610775,2.7
,Wisconsin,55,2008,2008,131,5640996,2.3
,Wisconsin,55,2009,2009,144,5669264,2.5
,Wisconsin,55,2010,2010,184,5686986,3.2
,Wisconsin,55,2011,2011,200,5711767,3.5
,Wisconsin,55,2012,2012,198,5726398,3.5
,Wisconsin,55,2013,2013,239,5742713,4.2
,Wisconsin,55,2014,2014,235,5757564,4.1
,Wisconsin,55,2015,2015,209,5771337,3.6
,Wisconsin,55,2016,2016,278,5778708,4.8
,Wisconsin,55,2017,2017,273,5795483,4.7
,Wisconsin,55,2018,2018,215,5813568,3.7
,Wisconsin,55,2019,2019,213,5822434,3.7
,Wisconsin,55,2020,2020,260,5832655,4.5
,Wyoming,56,1999,1999,Suppressed,491780,Suppressed
,Wyoming,56,2000,2000,Suppressed,493782,Suppressed
,Wyoming,56,2001,2001,Suppressed,494657,Suppressed
,Wyoming,56,2002,2002,Suppressed,500017,Suppressed
,Wyoming,56,2003,2003,Suppressed,503453,Suppressed
,Wyoming,56,2004,2004,Suppressed,509106,Suppressed
,Wyoming,56,2005,2005,Suppressed,514157,Suppressed
,Wyoming,56,2006,2006,Suppressed,522667,Suppressed
,Wyoming,56,2007,2007,Suppressed,534876,Suppressed
,Wyoming,56,2008,2008,18,546043,Unreliable
,Wyoming,56,2009,2009,14,559851,Unreliable
,Wyoming,56,2010,2010,22,563626,3.9
,Wyoming,56,2011,2011,24,568158,4.2
,Wyoming,56,2012,2012,19,576412,Unreliable
,Wyoming,56,2013,2013,28,582658,4.8
,Wyoming,56,2014,2014,24,584153,4.1
,Wyoming,56,2015,2015,26,586107,4.4
,Wyoming,56,2016,2016,23,585501,3.9
,Wyoming,56,2017,2017,25,579315,4.3
,Wyoming,56,2018,2018,22,577737,3.8
,Wyoming,56,2019,2019,24,578759,4.1
,Wyoming,56,2020,2020,25,582328,4.3
---,,,,,,,
"Dataset: Multiple Cause of Death, 1999-2020",,,,,,,
Query Parameters:,,,,,,,
Title: Prescription Opioid Overdose Deaths by State and Year (CDC WONDER),,,,,,,
MCD - ICD-10 Codes: T40.2 (Other opioids),,,,,,,
UCD - Drug/Alcohol Induced Causes: Drug poisonings (overdose) Unintentional (X40-X44),,,,,,,
Group By: State; Year,,,,,,,
Show Totals: Disabled,,,,,,,
Show Zero Values: True,,,,,,,
Show Suppressed: True,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Jun 30, 2026 11:49:46 PM",,,,,,,
---,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,,,
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,,,
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Jun 30, 2026 11:49:46 PM",,,,,,,
---,,,,,,,
Messages:,,,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,
---,,,,,,,
Caveats:,,,,,,,
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:",,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision.,,,,,,,
2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of,,,,,,,
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data.",,,,,,,
More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies.,,,,,,,
3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code,,,,,,,
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,",,,,,,,
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in",,,,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies.,,,,,,,
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other",,,,,,,
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in",,,,,,,
interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies.,,,,,,,
5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,,,
6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable.,,,,,,,
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020",,,,,,,
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the",,,,,,,
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for",,,,,,,
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS",,,,,,,
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the",,,,,,,
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race",,,,,,,
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The",,,,,,,
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal",,,,,,,
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident",,,,,,,
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are",,,,,,,
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,",,,,,,,
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012",,,,,,,
