Notes,state,state_code,year,year_code,sex,sex_code,deaths,population,opioid_death_rate
,Nevada,32,2004,2004,Male,M,144,1189636,12.1
,Nevada,32,2005,2005,Female,F,100,1198846,8.3
,Nevada,32,2005,2005,Male,M,156,1233297,12.6
,Nevada,32,2006,2006,Female,F,98,1243993,7.9
,Nevada,32,2006,2006,Male,M,173,1278665,13.5
,Nevada,32,2007,2007,Female,F,127,1284052,9.9
,Nevada,32,2007,2007,Male,M,185,1317020,14
,Nevada,32,2008,2008,Female,F,122,1310601,9.3
,Nevada,32,2008,2008,Male,M,208,1343029,15.5
,Nevada,32,2009,2009,Female,F,164,1327618,12.4
,Nevada,32,2009,2009,Male,M,213,1357047,15.7
,Nevada,32,2010,2010,Female,F,162,1336935,12.1
,Nevada,32,2010,2010,Male,M,214,1363616,15.7
,Nevada,32,2011,2011,Female,F,154,1348764,11.4
,Nevada,32,2011,2011,Male,M,245,1374558,17.8
,Nevada,32,2012,2012,Female,F,170,1367724,12.4
,Nevada,32,2012,2012,Male,M,205,1391207,14.7
,Nevada,32,2013,2013,Female,F,150,1384702,10.8
,Nevada,32,2013,2013,Male,M,183,1405434,13
,Nevada,32,2014,2014,Female,F,142,1412306,10.1
,Nevada,32,2014,2014,Male,M,174,1426793,12.2
,Nevada,32,2015,2015,Female,F,146,1440294,10.1
,Nevada,32,2015,2015,Male,M,204,1450551,14.1
,Nevada,32,2016,2016,Female,F,143,1466061,9.8
,Nevada,32,2016,2016,Male,M,195,1473997,13.2
,Nevada,32,2017,2017,Female,F,140,1494290,9.4
,Nevada,32,2017,2017,Male,M,199,1503749,13.2
,Nevada,32,2018,2018,Female,F,110,1512837,7.3
,Nevada,32,2018,2018,Male,M,204,1521555,13.4
,Nevada,32,2019,2019,Female,F,113,1535329,7.4
,Nevada,32,2019,2019,Male,M,200,1544827,12.9
,Nevada,32,2020,2020,Female,F,164,1565619,10.5
,Nevada,32,2020,2020,Male,M,349,1572640,22.2
,New Hampshire,33,1999,1999,Female,F,Suppressed,621410,Suppressed
,New Hampshire,33,1999,1999,Male,M,22,600605,3.7
,New Hampshire,33,2000,2000,Female,F,Suppressed,628099,Suppressed
,New Hampshire,33,2000,2000,Male,M,21,607687,3.5
,New Hampshire,33,2001,2001,Female,F,11,637412,Unreliable
,New Hampshire,33,2001,2001,Male,M,23,618105,3.7
,New Hampshire,33,2002,2002,Female,F,20,643680,3.1
,New Hampshire,33,2002,2002,Male,M,40,625409,6.4
,New Hampshire,33,2003,2003,Female,F,22,648513,3.4
,New Hampshire,33,2003,2003,Male,M,54,631327,8.6
,New Hampshire,33,2004,2004,Female,F,26,653845,4
,New Hampshire,33,2004,2004,Male,M,54,636276,8.5
,New Hampshire,33,2005,2005,Female,F,25,657932,3.8
,New Hampshire,33,2005,2005,Male,M,71,640560,11.1
,New Hampshire,33,2006,2006,Female,F,38,662773,5.7
,New Hampshire,33,2006,2006,Male,M,52,645616,8.1
,New Hampshire,33,2007,2007,Female,F,44,664987,6.6
,New Hampshire,33,2007,2007,Male,M,85,647553,13.1
,New Hampshire,33,2008,2008,Female,F,33,666576,5
,New Hampshire,33,2008,2008,Male,M,44,649330,6.8
,New Hampshire,33,2009,2009,Female,F,32,666875,4.8
,New Hampshire,33,2009,2009,Male,M,78,649227,12
,New Hampshire,33,2010,2010,Female,F,28,667076,4.2
,New Hampshire,33,2010,2010,Male,M,68,649394,10.5
,New Hampshire,33,2011,2011,Female,F,44,667341,6.6
,New Hampshire,33,2011,2011,Male,M,84,650853,12.9
,New Hampshire,33,2012,2012,Female,F,48,668481,7.2
,New Hampshire,33,2012,2012,Male,M,72,652237,11
,New Hampshire,33,2013,2013,Female,F,38,669746,5.7
,New Hampshire,33,2013,2013,Male,M,107,653713,16.4
,New Hampshire,33,2014,2014,Female,F,69,671344,10.3
,New Hampshire,33,2014,2014,Male,M,197,655469,30.1
,New Hampshire,33,2015,2015,Female,F,91,672952,13.5
,New Hampshire,33,2015,2015,Male,M,267,657656,40.6
,New Hampshire,33,2016,2016,Female,F,108,673935,16
,New Hampshire,33,2016,2016,Male,M,306,660860,46.3
,New Hampshire,33,2017,2017,Female,F,110,677786,16.2
,New Hampshire,33,2017,2017,Male,M,293,665009,44.1
,New Hampshire,33,2018,2018,Female,F,107,684192,15.6
,New Hampshire,33,2018,2018,Male,M,292,672266,43.4
,New Hampshire,33,2019,2019,Female,F,107,685918,15.6
,New Hampshire,33,2019,2019,Male,M,247,673793,36.7
,New Hampshire,33,2020,2020,Female,F,92,689281,13.3
,New Hampshire,33,2020,2020,Male,M,241,676994,35.6
,New Jersey,34,1999,1999,Female,F,61,4304272,1.4
,New Jersey,34,1999,1999,Male,M,226,4055321,5.6
,New Jersey,34,2000,2000,Female,F,58,4331537,1.3
,New Jersey,34,2000,2000,Male,M,254,4082813,6.2
,New Jersey,34,2001,2001,Female,F,68,4369932,1.6
,New Jersey,34,2001,2001,Male,M,263,4122739,6.4
,New Jersey,34,2002,2002,Female,F,92,4398801,2.1
,New Jersey,34,2002,2002,Male,M,335,4153842,8.1
,New Jersey,34,2003,2003,Female,F,79,4421964,1.8
,New Jersey,34,2003,2003,Male,M,320,4179438,7.7
,New Jersey,34,2004,2004,Female,F,73,4436964,1.6
,New Jersey,34,2004,2004,Male,M,208,4197597,5
,New Jersey,34,2005,2005,Female,F,97,4443545,2.2
,New Jersey,34,2005,2005,Male,M,304,4208429,7.2
,New Jersey,34,2006,2006,Female,F,84,4448099,1.9
,New Jersey,34,2006,2006,Male,M,254,4213580,6
,New Jersey,34,2007,2007,Female,F,85,4455148,1.9
,New Jersey,34,2007,2007,Male,M,222,4222737,5.3
,New Jersey,34,2008,2008,Female,F,87,4469901,1.9
,New Jersey,34,2008,2008,Male,M,221,4241189,5.2
,New Jersey,34,2009,2009,Female,F,Suppressed,4493506,Suppressed
,New Jersey,34,2009,2009,Male,M,43,4262096,1
,New Jersey,34,2010,2010,Female,F,102,4512294,2.3
,New Jersey,34,2010,2010,Male,M,235,4279600,5.5
,New Jersey,34,2011,2011,Female,F,112,4520963,2.5
,New Jersey,34,2011,2011,Male,M,295,4300192,6.9
,New Jersey,34,2012,2012,Female,F,150,4540905,3.3
,New Jersey,34,2012,2012,Male,M,410,4323685,9.5
,New Jersey,34,2013,2013,Female,F,193,4555374,4.2
,New Jersey,34,2013,2013,Male,M,447,4343965,10.3
,New Jersey,34,2014,2014,Female,F,197,4576223,4.3
,New Jersey,34,2014,2014,Male,M,485,4361952,11.1
,New Jersey,34,2015,2015,Female,F,212,4585897,4.6
,New Jersey,34,2015,2015,Male,M,600,4372116,13.7
,New Jersey,34,2016,2016,Female,F,344,4576725,7.5
,New Jersey,34,2016,2016,Male,M,1012,4367744,23.2
,New Jersey,34,2017,2017,Female,F,476,4609070,10.3
,New Jersey,34,2017,2017,Male,M,1419,4396574,32.3
,New Jersey,34,2018,2018,Female,F,659,4556326,14.5
,New Jersey,34,2018,2018,Male,M,1861,4352194,42.8
,New Jersey,34,2019,2019,Female,F,638,4541603,14
,New Jersey,34,2019,2019,Male,M,1813,4340587,41.8
,New Jersey,34,2020,2020,Female,F,612,4539322,13.5
,New Jersey,34,2020,2020,Male,M,1887,4343049,43.4
,New Mexico,35,1999,1999,Female,F,22,918661,2.4
,New Mexico,35,1999,1999,Male,M,144,889421,16.2
,New Mexico,35,2000,2000,Female,F,30,924729,3.2
,New Mexico,35,2000,2000,Male,M,133,894317,14.9
,New Mexico,35,2001,2001,Female,F,43,930387,4.6
,New Mexico,35,2001,2001,Male,M,98,901303,10.9
,New Mexico,35,2002,2002,Female,F,38,941856,4
,New Mexico,35,2002,2002,Male,M,139,913453,15.2
,New Mexico,35,2003,2003,Female,F,59,952303,6.2
,New Mexico,35,2003,2003,Male,M,146,925271,15.8
,New Mexico,35,2004,2004,Female,F,52,964738,5.4
,New Mexico,35,2004,2004,Male,M,115,939070,12.2
,New Mexico,35,2005,2005,Female,F,49,978520,5
,New Mexico,35,2005,2005,Male,M,147,953754,15.4
,New Mexico,35,2006,2006,Female,F,69,993969,6.9
,New Mexico,35,2006,2006,Male,M,141,968168,14.6
,New Mexico,35,2007,2007,Female,F,55,1007922,5.5
,New Mexico,35,2007,2007,Male,M,170,982148,17.3
,New Mexico,35,2008,2008,Female,F,72,1018578,7.1
,New Mexico,35,2008,2008,Male,M,207,992084,20.9
,New Mexico,35,2009,2009,Female,F,39,1031238,3.8
,New Mexico,35,2009,2009,Male,M,128,1005564,12.7
,New Mexico,35,2010,2010,Female,F,45,1041758,4.3
,New Mexico,35,2010,2010,Male,M,125,1017421,12.3
,New Mexico,35,2011,2011,Female,F,67,1052114,6.4
,New Mexico,35,2011,2011,Male,M,159,1030110,15.4
,New Mexico,35,2012,2012,Female,F,93,1052831,8.8
,New Mexico,35,2012,2012,Male,M,189,1032707,18.3
,New Mexico,35,2013,2013,Female,F,82,1051678,7.8
,New Mexico,35,2013,2013,Male,M,189,1033609,18.3
,New Mexico,35,2014,2014,Female,F,143,1052690,13.6
,New Mexico,35,2014,2014,Male,M,229,1032882,22.2
,New Mexico,35,2015,2015,Female,F,101,1051688,9.6
,New Mexico,35,2015,2015,Male,M,212,1033421,20.5
,New Mexico,35,2016,2016,Female,F,113,1050352,10.8
,New Mexico,35,2016,2016,Male,M,204,1030663,19.8
,New Mexico,35,2017,2017,Female,F,93,1053926,8.8
,New Mexico,35,2017,2017,Male,M,201,1034144,19.4
,New Mexico,35,2018,2018,Female,F,95,1058143,9
,New Mexico,35,2018,2018,Male,M,206,1037285,19.9
,New Mexico,35,2019,2019,Female,F,121,1059397,11.4
,New Mexico,35,2019,2019,Male,M,251,1037432,24.2
,New Mexico,35,2020,2020,Female,F,170,1063860,16
,New Mexico,35,2020,2020,Male,M,345,1042459,33.1
,New York,36,1999,1999,Female,F,129,9777655,1.3
,New York,36,1999,1999,Male,M,454,9105071,5
,New York,36,2000,2000,Female,F,101,9829709,1
,New York,36,2000,2000,Male,M,351,9146748,3.8
,New York,36,2001,2001,Female,F,100,9878713,1
,New York,36,2001,2001,Male,M,473,9204125,5.1
,New York,36,2002,2002,Female,F,123,9902927,1.2
,New York,36,2002,2002,Male,M,380,9234873,4.1
,New York,36,2003,2003,Female,F,116,9917810,1.2
,New York,36,2003,2003,Male,M,412,9258129,4.5
,New York,36,2004,2004,Female,F,113,9913527,1.1
,New York,36,2004,2004,Male,M,328,9258040,3.5
,New York,36,2005,2005,Female,F,122,9887467,1.2
,New York,36,2005,2005,Male,M,388,9245143,4.2
,New York,36,2006,2006,Female,F,225,9871401,2.3
,New York,36,2006,2006,Male,M,657,9233230,7.1
,New York,36,2007,2007,Female,F,243,9881510,2.5
,New York,36,2007,2007,Male,M,597,9250825,6.5
,New York,36,2008,2008,Female,F,270,9918841,2.7
,New York,36,2008,2008,Male,M,675,9293595,7.3
,New York,36,2009,2009,Female,F,265,9966620,2.7
,New York,36,2009,2009,Male,M,619,9340446,6.6
,New York,36,2010,2010,Female,F,267,10000955,2.7
,New York,36,2010,2010,Male,M,619,9377147,6.6
,New York,36,2011,2011,Female,F,345,10033393,3.4
,New York,36,2011,2011,Male,M,807,9431804,8.6
,New York,36,2012,2012,Female,F,380,10081044,3.8
,New York,36,2012,2012,Male,M,973,9489217,10.3
,New York,36,2013,2013,Female,F,417,10114934,4.1
,New York,36,2013,2013,Male,M,1061,9536193,11.1
,New York,36,2014,2014,Female,F,461,10164966,4.5
,New York,36,2014,2014,Male,M,1099,9581261,11.5
,New York,36,2015,2015,Female,F,492,10184278,4.8
,New York,36,2015,2015,Male,M,1444,9611513,15
,New York,36,2016,2016,Female,F,720,10157924,7.1
,New York,36,2016,2016,Male,M,2032,9587365,21.2
,New York,36,2017,2017,Female,F,698,10211937,6.8
,New York,36,2017,2017,Male,M,2289,9637462,23.8
,New York,36,2018,2018,Female,F,734,10053779,7.3
,New York,36,2018,2018,Male,M,2051,9488430,21.6
,New York,36,2019,2019,Female,F,718,10005715,7.2
,New York,36,2019,2019,Male,M,2012,9447846,21.3
,New York,36,2020,2020,Female,F,983,9946279,9.9
,New York,36,2020,2020,Male,M,2966,9390497,31.6
,North Carolina,37,1999,1999,Female,F,27,4062711,0.7
,North Carolina,37,1999,1999,Male,M,90,3886651,2.3
,North Carolina,37,2000,2000,Female,F,59,4106618,1.4
,North Carolina,37,2000,2000,Male,M,154,3942695,3.9
,North Carolina,37,2001,2001,Female,F,99,4187317,2.4
,North Carolina,37,2001,2001,Male,M,172,4022805,4.3
,North Carolina,37,2002,2002,Female,F,105,4250179,2.5
,North Carolina,37,2002,2002,Male,M,253,4076022,6.2
,North Carolina,37,2003,2003,Female,F,170,4313901,3.9
,North Carolina,37,2003,2003,Male,M,275,4108600,6.7
,North Carolina,37,2004,2004,Female,F,191,4376070,4.4
,North Carolina,37,2004,2004,Male,M,299,4177082,7.2
,North Carolina,37,2005,2005,Female,F,202,4457189,4.5
,North Carolina,37,2005,2005,Male,M,376,4248218,8.9
,North Carolina,37,2006,2006,Female,F,206,4563152,4.5
,North Carolina,37,2006,2006,Male,M,404,4354118,9.3
,North Carolina,37,2007,2007,Female,F,243,4677313,5.2
,North Carolina,37,2007,2007,Male,M,409,4440724,9.2
,North Carolina,37,2008,2008,Female,F,255,4771376,5.3
,North Carolina,37,2008,2008,Male,M,492,4538073,10.8
,North Carolina,37,2009,2009,Female,F,272,4846501,5.6
,North Carolina,37,2009,2009,Male,M,463,4603065,10.1
,North Carolina,37,2010,2010,Female,F,241,4889991,4.9
,North Carolina,37,2010,2010,Male,M,428,4645492,9.2
,North Carolina,37,2011,2011,Female,F,285,4952679,5.8
,North Carolina,37,2011,2011,Male,M,464,4703722,9.9
,North Carolina,37,2012,2012,Female,F,254,4999175,5.1
,North Carolina,37,2012,2012,Male,M,486,4752898,10.2
,North Carolina,37,2013,2013,Female,F,277,5047448,5.5
,North Carolina,37,2013,2013,Male,M,464,4800612,9.7
,North Carolina,37,2014,2014,Female,F,312,5099371,6.1
,North Carolina,37,2014,2014,Male,M,546,4844593,11.3
,North Carolina,37,2015,2015,Female,F,382,5150777,7.4
,North Carolina,37,2015,2015,Male,M,677,4892025,13.8
,North Carolina,37,2016,2016,Female,F,512,5213836,9.8
,North Carolina,37,2016,2016,Male,M,887,4932952,18
,North Carolina,37,2017,2017,Female,F,587,5271981,11.1
,North Carolina,37,2017,2017,Male,M,1247,5001438,24.9
,North Carolina,37,2018,2018,Female,F,549,5332759,10.3
,North Carolina,37,2018,2018,Male,M,1139,5050861,22.6
,North Carolina,37,2019,2019,Female,F,497,5387820,9.2
,North Carolina,37,2019,2019,Male,M,1236,5100264,24.2
,North Carolina,37,2020,2020,Female,F,748,5448241,13.7
,North Carolina,37,2020,2020,Male,M,1803,5152582,35
,North Dakota,38,1999,1999,Female,F,0,322617,Unreliable
,North Dakota,38,1999,1999,Male,M,0,321642,Unreliable
,North Dakota,38,2000,2000,Female,F,Suppressed,321676,Suppressed
,North Dakota,38,2000,2000,Male,M,Suppressed,320524,Suppressed
,North Dakota,38,2001,2001,Female,F,0,319787,Unreliable
,North Dakota,38,2001,2001,Male,M,Suppressed,319275,Suppressed
,North Dakota,38,2002,2002,Female,F,Suppressed,319017,Suppressed
,North Dakota,38,2002,2002,Male,M,Suppressed,319151,Suppressed
,North Dakota,38,2003,2003,Female,F,Suppressed,318896,Suppressed
,North Dakota,38,2003,2003,Male,M,Suppressed,319921,Suppressed
,North Dakota,38,2004,2004,Female,F,Suppressed,321008,Suppressed
,North Dakota,38,2004,2004,Male,M,Suppressed,323697,Suppressed
,North Dakota,38,2005,2005,Female,F,Suppressed,321543,Suppressed
,North Dakota,38,2005,2005,Male,M,Suppressed,324546,Suppressed
,North Dakota,38,2006,2006,Female,F,Suppressed,322583,Suppressed
,North Dakota,38,2006,2006,Male,M,Suppressed,326839,Suppressed
,North Dakota,38,2007,2007,Female,F,Suppressed,324066,Suppressed
,North Dakota,38,2007,2007,Male,M,Suppressed,328756,Suppressed
,North Dakota,38,2008,2008,Female,F,14,326131,Unreliable
,North Dakota,38,2008,2008,Male,M,12,331438,Unreliable
,North Dakota,38,2009,2009,Female,F,Suppressed,329674,Suppressed
,North Dakota,38,2009,2009,Male,M,Suppressed,335294,Suppressed
,North Dakota,38,2010,2010,Female,F,Suppressed,332727,Suppressed
,North Dakota,38,2010,2010,Male,M,Suppressed,339864,Suppressed
,North Dakota,38,2011,2011,Female,F,Suppressed,337662,Suppressed
,North Dakota,38,2011,2011,Male,M,Suppressed,346270,Suppressed
,North Dakota,38,2012,2012,Female,F,Suppressed,343886,Suppressed
,North Dakota,38,2012,2012,Male,M,Suppressed,355742,Suppressed
,North Dakota,38,2013,2013,Female,F,Suppressed,353392,Suppressed
,North Dakota,38,2013,2013,Male,M,Suppressed,370001,Suppressed
,North Dakota,38,2014,2014,Female,F,Suppressed,360463,Suppressed
,North Dakota,38,2014,2014,Male,M,18,379019,Unreliable
,North Dakota,38,2015,2015,Female,F,11,368074,Unreliable
,North Dakota,38,2015,2015,Male,M,21,388853,5.4
,North Dakota,38,2016,2016,Female,F,15,368978,Unreliable
,North Dakota,38,2016,2016,Male,M,32,388974,8.2
,North Dakota,38,2017,2017,Female,F,14,368094,Unreliable
,North Dakota,38,2017,2017,Male,M,18,387299,Unreliable
,North Dakota,38,2018,2018,Female,F,Suppressed,370727,Suppressed
,North Dakota,38,2018,2018,Male,M,24,389350,6.2
,North Dakota,38,2019,2019,Female,F,16,372030,Unreliable
,North Dakota,38,2019,2019,Male,M,24,390032,6.2
,North Dakota,38,2020,2020,Female,F,22,373494,5.9
,North Dakota,38,2020,2020,Male,M,46,391815,11.7
,Ohio,39,1999,1999,Female,F,27,5835020,0.5
,Ohio,39,1999,1999,Male,M,110,5500437,2
,Ohio,39,2000,2000,Female,F,48,5840878,0.8
,Ohio,39,2000,2000,Male,M,158,5512262,2.9
,Ohio,39,2001,2001,Female,F,77,5853691,1.3
,Ohio,39,2001,2001,Male,M,200,5533713,3.6
,Ohio,39,2002,2002,Female,F,102,5859385,1.7
,Ohio,39,2002,2002,Male,M,252,5548504,4.5
,Ohio,39,2003,2003,Female,F,89,5868535,1.5
,Ohio,39,2003,2003,Male,M,223,5566253,4
,Ohio,39,2004,2004,Female,F,142,5874411,2.4
,Ohio,39,2004,2004,Male,M,303,5577840,5.4
,Ohio,39,2005,2005,Female,F,156,5876703,2.7
,Ohio,39,2005,2005,Male,M,347,5586617,6.2
,Ohio,39,2006,2006,Female,F,177,5883067,3
,Ohio,39,2006,2006,Male,M,392,5598146,7
,Ohio,39,2007,2007,Female,F,208,5890965,3.5
,Ohio,39,2007,2007,Male,M,443,5609503,7.9
,Ohio,39,2008,2008,Female,F,224,5896594,3.8
,Ohio,39,2008,2008,Male,M,514,5618797,9.1
,Ohio,39,2009,2009,Female,F,185,5902018,3.1
,Ohio,39,2009,2009,Male,M,388,5626878,6.9
,Ohio,39,2010,2010,Female,F,343,5904348,5.8
,Ohio,39,2010,2010,Male,M,677,5632156,12
,Ohio,39,2011,2011,Female,F,410,5905599,6.9
,Ohio,39,2011,2011,Male,M,754,5639352,13.4
,Ohio,39,2012,2012,Female,F,424,5901605,7.2
,Ohio,39,2012,2012,Male,M,849,5642620,15
,Ohio,39,2013,2013,Female,F,477,5911149,8.1
,Ohio,39,2013,2013,Male,M,1062,5659659,18.8
,Ohio,39,2014,2014,Female,F,656,5919391,11.1
,Ohio,39,2014,2014,Male,M,1365,5674772,24.1
,Ohio,39,2015,2015,Female,F,843,5926893,14.2
,Ohio,39,2015,2015,Male,M,1749,5686530,30.8
,Ohio,39,2016,2016,Female,F,1089,5922679,18.4
,Ohio,39,2016,2016,Male,M,2406,5691694,42.3
,Ohio,39,2017,2017,Female,F,1327,5945509,22.3
,Ohio,39,2017,2017,Male,M,2834,5713100,49.6
,Ohio,39,2018,2018,Female,F,1005,5958724,16.9
,Ohio,39,2018,2018,Male,M,2145,5730718,37.4
,Ohio,39,2019,2019,Female,F,1044,5958538,17.5
,Ohio,39,2019,2019,Male,M,2328,5730562,40.6
,Ohio,39,2020,2020,Female,F,1337,5960556,22.4
,Ohio,39,2020,2020,Male,M,2973,5732661,51.9
,Oklahoma,40,1999,1999,Female,F,22,1748784,1.3
,Oklahoma,40,1999,1999,Male,M,46,1688364,2.7
,Oklahoma,40,2000,2000,Female,F,31,1754759,1.8
,Oklahoma,40,2000,2000,Male,M,62,1695895,3.7
,Oklahoma,40,2001,2001,Female,F,45,1760052,2.6
,Oklahoma,40,2001,2001,Male,M,85,1707048,5
,Oklahoma,40,2002,2002,Female,F,50,1769080,2.8
,Oklahoma,40,2002,2002,Male,M,72,1720000,4.2
,Oklahoma,40,2003,2003,Female,F,83,1777723,4.7
,Oklahoma,40,2003,2003,Male,M,130,1727169,7.5
,Oklahoma,40,2004,2004,Female,F,91,1784671,5.1
,Oklahoma,40,2004,2004,Male,M,178,1740562,10.2
,Oklahoma,40,2005,2005,Female,F,111,1796475,6.2
,Oklahoma,40,2005,2005,Male,M,153,1752122,8.7
,Oklahoma,40,2006,2006,Female,F,130,1818693,7.1
,Oklahoma,40,2006,2006,Male,M,207,1775397,11.7
,Oklahoma,40,2007,2007,Female,F,183,1837175,10
,Oklahoma,40,2007,2007,Male,M,250,1797174,13.9
,Oklahoma,40,2008,2008,Female,F,142,1854771,7.7
,Oklahoma,40,2008,2008,Male,M,219,1814205,12.1
,Oklahoma,40,2009,2009,Female,F,220,1878034,11.7
,Oklahoma,40,2009,2009,Male,M,286,1839538,15.5
,Oklahoma,40,2010,2010,Female,F,175,1894374,9.2
,Oklahoma,40,2010,2010,Male,M,272,1856977,14.6
,Oklahoma,40,2011,2011,Female,F,189,1913759,9.9
,Oklahoma,40,2011,2011,Male,M,239,1877749,12.7
,Oklahoma,40,2012,2012,Female,F,238,1924995,12.4
,Oklahoma,40,2012,2012,Male,M,244,1889825,12.9
,Oklahoma,40,2013,2013,Female,F,220,1943276,11.3
,Oklahoma,40,2013,2013,Male,M,248,1907292,13
,Oklahoma,40,2014,2014,Female,F,211,1957903,10.8
,Oklahoma,40,2014,2014,Male,M,244,1920148,12.7
,Oklahoma,40,2015,2015,Female,F,186,1974214,9.4
,Oklahoma,40,2015,2015,Male,M,210,1937124,10.8
,Oklahoma,40,2016,2016,Female,F,194,1979658,9.8
,Oklahoma,40,2016,2016,Male,M,217,1943903,11.2
,Oklahoma,40,2017,2017,Female,F,135,1983302,6.8
,Oklahoma,40,2017,2017,Male,M,205,1947562,10.5
,Oklahoma,40,2018,2018,Female,F,95,1990033,4.8
,Oklahoma,40,2018,2018,Male,M,176,1953046,9
,Oklahoma,40,2019,2019,Female,F,94,1996313,4.7
,Oklahoma,40,2019,2019,Male,M,152,1960658,7.8
,Oklahoma,40,2020,2020,Female,F,112,2009602,5.6
,Oklahoma,40,2020,2020,Male,M,187,1971181,9.5
,Oregon,41,1999,1999,Female,F,19,1712226,Unreliable
,Oregon,41,1999,1999,Male,M,70,1681715,4.2
,Oregon,41,2000,2000,Female,F,18,1724849,Unreliable
,Oregon,41,2000,2000,Male,M,58,1696550,3.4
,Oregon,41,2001,2001,Female,F,27,1747889,1.5
,Oregon,41,2001,2001,Male,M,69,1720048,4
,Oregon,41,2002,2002,Female,F,46,1771126,2.6
,Oregon,41,2002,2002,Male,M,87,1742298,5
,Oregon,41,2003,2003,Female,F,51,1788805,2.9
,Oregon,41,2003,2003,Male,M,97,1758571,5.5
,Oregon,41,2004,2004,Female,F,58,1800377,3.2
,Oregon,41,2004,2004,Male,M,101,1769086,5.7
,Oregon,41,2005,2005,Female,F,50,1823447,2.7
,Oregon,41,2005,2005,Male,M,137,1789755,7.7
,Oregon,41,2006,2006,Female,F,98,1853117,5.3
,Oregon,41,2006,2006,Male,M,157,1817766,8.6
,Oregon,41,2007,2007,Female,F,99,1879347,5.3
,Oregon,41,2007,2007,Male,M,180,1843070,9.8
,Oregon,41,2008,2008,Female,F,91,1903535,4.8
,Oregon,41,2008,2008,Male,M,189,1865213,10.1
,Oregon,41,2009,2009,Female,F,106,1923209,5.5
,Oregon,41,2009,2009,Male,M,193,1885391,10.2
,Oregon,41,2010,2010,Female,F,82,1935072,4.2
,Oregon,41,2010,2010,Male,M,160,1896002,8.4
,Oregon,41,2011,2011,Female,F,110,1955239,5.6
,Oregon,41,2011,2011,Male,M,203,1916620,10.6
,Oregon,41,2012,2012,Female,F,95,1968641,4.8
,Oregon,41,2012,2012,Male,M,169,1930712,8.8
,Oregon,41,2013,2013,Female,F,103,1985655,5.2
,Oregon,41,2013,2013,Male,M,139,1944410,7.1
,Oregon,41,2014,2014,Female,F,106,2006139,5.3
,Oregon,41,2014,2014,Male,M,162,1964100,8.2
,Oregon,41,2015,2015,Female,F,85,2035807,4.2
,Oregon,41,2015,2015,Male,M,165,1993170,8.3
,Oregon,41,2016,2016,Female,F,85,2066455,4.1
,Oregon,41,2016,2016,Male,M,165,2027010,8.1
,Oregon,41,2017,2017,Female,F,97,2089787,4.6
,Oregon,41,2017,2017,Male,M,187,2052989,9.1
,Oregon,41,2018,2018,Female,F,81,2113219,3.8
,Oregon,41,2018,2018,Male,M,207,2077494,10
,Oregon,41,2019,2019,Female,F,78,2127010,3.7
,Oregon,41,2019,2019,Male,M,204,2090727,9.8
,Oregon,41,2020,2020,Female,F,145,2139046,6.8
,Oregon,41,2020,2020,Male,M,317,2102461,15.1
,Pennsylvania,42,1999,1999,Female,F,43,6347064,0.7
,Pennsylvania,42,1999,1999,Male,M,176,5916741,3
,Pennsylvania,42,2000,2000,Female,F,48,6351391,0.8
,Pennsylvania,42,2000,2000,Male,M,212,5929663,3.6
,Pennsylvania,42,2001,2001,Female,F,57,6354395,0.9
,Pennsylvania,42,2001,2001,Male,M,168,5944575,2.8
,Pennsylvania,42,2002,2002,Female,F,72,6363832,1.1
,Pennsylvania,42,2002,2002,Male,M,239,5967199,4
,Pennsylvania,42,2003,2003,Female,F,110,6377894,1.7
,Pennsylvania,42,2003,2003,Male,M,306,5996764,5.1
,Pennsylvania,42,2004,2004,Female,F,101,6390749,1.6
,Pennsylvania,42,2004,2004,Male,M,331,6019973,5.5
,Pennsylvania,42,2005,2005,Female,F,130,6405053,2
,Pennsylvania,42,2005,2005,Male,M,323,6044937,5.3
,Pennsylvania,42,2006,2006,Female,F,107,6429312,1.7
,Pennsylvania,42,2006,2006,Male,M,273,6081497,4.5
,Pennsylvania,42,2007,2007,Female,F,107,6452087,1.7
,Pennsylvania,42,2007,2007,Male,M,325,6111850,5.3
,Pennsylvania,42,2008,2008,Female,F,172,6473295,2.7
,Pennsylvania,42,2008,2008,Male,M,379,6138990,6.2
,Pennsylvania,42,2009,2009,Female,F,153,6497024,2.4
,Pennsylvania,42,2009,2009,Male,M,392,6169834,6.4
,Pennsylvania,42,2010,2010,Female,F,164,6512016,2.5
,Pennsylvania,42,2010,2010,Male,M,385,6190363,6.2
,Pennsylvania,42,2011,2011,Female,F,219,6528324,3.4
,Pennsylvania,42,2011,2011,Male,M,462,6214562,7.4
,Pennsylvania,42,2012,2012,Female,F,235,6533359,3.6
,Pennsylvania,42,2012,2012,Male,M,521,6230177,8.4
,Pennsylvania,42,2013,2013,Female,F,273,6531461,4.2
,Pennsylvania,42,2013,2013,Male,M,613,6242340,9.8
,Pennsylvania,42,2014,2014,Female,F,313,6533392,4.8
,Pennsylvania,42,2014,2014,Male,M,692,6253817,11.1
,Pennsylvania,42,2015,2015,Female,F,374,6538129,5.7
,Pennsylvania,42,2015,2015,Male,M,894,6264374,14.3
,Pennsylvania,42,2016,2016,Female,F,598,6523033,9.2
,Pennsylvania,42,2016,2016,Male,M,1514,6261194,24.2
,Pennsylvania,42,2017,2017,Female,F,678,6534208,10.4
