state,state_code,year,year_code,single_year_ages,age,deaths,population,opioid_death_rate
Alabama,1.0,2007.0,2007.0,46 years,46.0,10.0,69977.0,
Alabama,1.0,2013.0,2013.0,34 years,34.0,10.0,60058.0,
Alabama,1.0,2014.0,2014.0,31 years,31.0,13.0,61793.0,
Alabama,1.0,2014.0,2014.0,36 years,36.0,12.0,59363.0,
Alabama,1.0,2014.0,2014.0,57 years,57.0,11.0,68354.0,
Alabama,1.0,2015.0,2015.0,30 years,30.0,14.0,62241.0,
Alabama,1.0,2015.0,2015.0,53 years,53.0,10.0,68194.0,
Alabama,1.0,2016.0,2016.0,23 years,23.0,10.0,67878.0,
Alabama,1.0,2016.0,2016.0,27 years,27.0,13.0,66086.0,
Alabama,1.0,2016.0,2016.0,28 years,28.0,12.0,63030.0,
Alabama,1.0,2016.0,2016.0,30 years,30.0,10.0,61418.0,
Alabama,1.0,2016.0,2016.0,31 years,31.0,12.0,61744.0,
Alabama,1.0,2016.0,2016.0,32 years,32.0,10.0,59787.0,
Alabama,1.0,2016.0,2016.0,35 years,35.0,16.0,61620.0,
Alabama,1.0,2016.0,2016.0,36 years,36.0,13.0,62908.0,
Alabama,1.0,2016.0,2016.0,37 years,37.0,10.0,59336.0,
Alabama,1.0,2016.0,2016.0,41 years,41.0,10.0,58637.0,
Alabama,1.0,2017.0,2017.0,26 years,26.0,13.0,70881.0,
Alabama,1.0,2017.0,2017.0,28 years,28.0,11.0,65805.0,
Alabama,1.0,2017.0,2017.0,29 years,29.0,13.0,62497.0,
Alabama,1.0,2017.0,2017.0,31 years,31.0,16.0,60306.0,
Alabama,1.0,2017.0,2017.0,32 years,32.0,15.0,61179.0,
Alabama,1.0,2017.0,2017.0,33 years,33.0,14.0,59486.0,
Alabama,1.0,2017.0,2017.0,34 years,34.0,18.0,60449.0,
Alabama,1.0,2017.0,2017.0,35 years,35.0,13.0,60974.0,
Alabama,1.0,2017.0,2017.0,36 years,36.0,11.0,61260.0,
Alabama,1.0,2017.0,2017.0,38 years,38.0,10.0,58806.0,
Alabama,1.0,2017.0,2017.0,39 years,39.0,13.0,58384.0,
Alabama,1.0,2017.0,2017.0,40 years,40.0,10.0,58211.0,
Alabama,1.0,2017.0,2017.0,41 years,41.0,10.0,56117.0,
Alabama,1.0,2017.0,2017.0,45 years,45.0,14.0,62175.0,
Alabama,1.0,2017.0,2017.0,46 years,46.0,13.0,65764.0,
Alabama,1.0,2017.0,2017.0,49 years,49.0,12.0,59820.0,
Alabama,1.0,2017.0,2017.0,52 years,52.0,11.0,66539.0,
Alabama,1.0,2017.0,2017.0,58 years,58.0,10.0,66442.0,
Alabama,1.0,2018.0,2018.0,27 years,27.0,11.0,70333.0,
Alabama,1.0,2018.0,2018.0,32 years,32.0,10.0,60082.0,
Alabama,1.0,2018.0,2018.0,34 years,34.0,16.0,59479.0,
Alabama,1.0,2018.0,2018.0,35 years,35.0,13.0,60424.0,
Alabama,1.0,2018.0,2018.0,36 years,36.0,12.0,61043.0,
Alabama,1.0,2018.0,2018.0,37 years,37.0,18.0,61017.0,
Alabama,1.0,2018.0,2018.0,38 years,38.0,11.0,62813.0,
Alabama,1.0,2018.0,2018.0,40 years,40.0,11.0,58243.0,
Alabama,1.0,2018.0,2018.0,41 years,41.0,11.0,58338.0,
Alabama,1.0,2018.0,2018.0,43 years,43.0,10.0,58464.0,
Alabama,1.0,2018.0,2018.0,46 years,46.0,10.0,62099.0,
Alabama,1.0,2018.0,2018.0,55 years,55.0,11.0,66911.0,
Alabama,1.0,2019.0,2019.0,27 years,27.0,13.0,67597.0,
Alabama,1.0,2019.0,2019.0,31 years,31.0,11.0,61947.0,
Alabama,1.0,2019.0,2019.0,32 years,32.0,17.0,60462.0,
Alabama,1.0,2019.0,2019.0,33 years,33.0,15.0,60114.0,
Alabama,1.0,2019.0,2019.0,34 years,34.0,23.0,61235.0,37.6
Alabama,1.0,2019.0,2019.0,36 years,36.0,10.0,60337.0,
Alabama,1.0,2019.0,2019.0,37 years,37.0,13.0,60781.0,
Alabama,1.0,2019.0,2019.0,38 years,38.0,10.0,61053.0,
Alabama,1.0,2019.0,2019.0,39 years,39.0,10.0,62572.0,
Alabama,1.0,2019.0,2019.0,40 years,40.0,10.0,58490.0,
Alabama,1.0,2019.0,2019.0,42 years,42.0,13.0,58158.0,
Alabama,1.0,2019.0,2019.0,45 years,45.0,14.0,57225.0,
Alabama,1.0,2019.0,2019.0,49 years,49.0,10.0,64896.0,
Alabama,1.0,2019.0,2019.0,52 years,52.0,10.0,59860.0,
Alabama,1.0,2020.0,2020.0,22 years,22.0,11.0,65336.0,
Alabama,1.0,2020.0,2020.0,23 years,23.0,15.0,64520.0,
Alabama,1.0,2020.0,2020.0,25 years,25.0,14.0,63672.0,
Alabama,1.0,2020.0,2020.0,26 years,26.0,11.0,65059.0,
Alabama,1.0,2020.0,2020.0,27 years,27.0,10.0,65649.0,
Alabama,1.0,2020.0,2020.0,28 years,28.0,16.0,67494.0,
Alabama,1.0,2020.0,2020.0,29 years,29.0,13.0,70025.0,
Alabama,1.0,2020.0,2020.0,30 years,30.0,11.0,69395.0,
Alabama,1.0,2020.0,2020.0,31 years,31.0,22.0,65473.0,33.6
Alabama,1.0,2020.0,2020.0,32 years,32.0,20.0,62286.0,32.1
Alabama,1.0,2020.0,2020.0,33 years,33.0,18.0,61059.0,
Alabama,1.0,2020.0,2020.0,34 years,34.0,19.0,60434.0,
Alabama,1.0,2020.0,2020.0,35 years,35.0,11.0,61380.0,
Alabama,1.0,2020.0,2020.0,36 years,36.0,14.0,59573.0,
Alabama,1.0,2020.0,2020.0,37 years,37.0,23.0,60207.0,38.2
Alabama,1.0,2020.0,2020.0,38 years,38.0,19.0,60835.0,
Alabama,1.0,2020.0,2020.0,39 years,39.0,18.0,60877.0,
Alabama,1.0,2020.0,2020.0,40 years,40.0,19.0,62486.0,
Alabama,1.0,2020.0,2020.0,41 years,41.0,19.0,58660.0,
Alabama,1.0,2020.0,2020.0,42 years,42.0,22.0,58296.0,37.7
Alabama,1.0,2020.0,2020.0,43 years,43.0,21.0,58306.0,36.0
Alabama,1.0,2020.0,2020.0,44 years,44.0,12.0,55742.0,
Alabama,1.0,2020.0,2020.0,45 years,45.0,20.0,58181.0,34.4
Alabama,1.0,2020.0,2020.0,46 years,46.0,12.0,57374.0,
Alabama,1.0,2020.0,2020.0,47 years,47.0,13.0,59214.0,
Alabama,1.0,2020.0,2020.0,49 years,49.0,15.0,65619.0,
Alabama,1.0,2020.0,2020.0,50 years,50.0,12.0,64610.0,
Alabama,1.0,2020.0,2020.0,53 years,53.0,10.0,59588.0,
Alabama,1.0,2020.0,2020.0,54 years,54.0,11.0,61204.0,
Alabama,1.0,2020.0,2020.0,55 years,55.0,13.0,65718.0,
Arizona,4.0,1999.0,1999.0,38 years,38.0,10.0,78136.0,
Arizona,4.0,1999.0,1999.0,40 years,40.0,17.0,78904.0,
Arizona,4.0,1999.0,1999.0,41 years,41.0,11.0,74202.0,
Arizona,4.0,1999.0,1999.0,45 years,45.0,12.0,69638.0,
Arizona,4.0,1999.0,1999.0,47 years,47.0,10.0,64532.0,
Arizona,4.0,2000.0,2000.0,39 years,39.0,11.0,78205.0,
Arizona,4.0,2000.0,2000.0,42 years,42.0,10.0,76426.0,
Arizona,4.0,2000.0,2000.0,46 years,46.0,12.0,67797.0,
Arizona,4.0,2000.0,2000.0,48 years,48.0,12.0,64072.0,
Arizona,4.0,2000.0,2000.0,49 years,49.0,11.0,62287.0,
Arizona,4.0,2001.0,2001.0,29 years,29.0,10.0,75596.0,
Arizona,4.0,2001.0,2001.0,37 years,37.0,10.0,79222.0,
Arizona,4.0,2001.0,2001.0,39 years,39.0,12.0,79910.0,
Arizona,4.0,2001.0,2001.0,43 years,43.0,12.0,76672.0,
Arizona,4.0,2001.0,2001.0,47 years,47.0,12.0,69550.0,
Arizona,4.0,2001.0,2001.0,48 years,48.0,12.0,66954.0,
Arizona,4.0,2002.0,2002.0,37 years,37.0,10.0,79575.0,
Arizona,4.0,2002.0,2002.0,38 years,38.0,10.0,79999.0,
Arizona,4.0,2002.0,2002.0,41 years,41.0,10.0,79622.0,
Arizona,4.0,2002.0,2002.0,42 years,42.0,16.0,82330.0,
Arizona,4.0,2002.0,2002.0,44 years,44.0,11.0,77305.0,
Arizona,4.0,2002.0,2002.0,45 years,45.0,12.0,75206.0,
Arizona,4.0,2002.0,2002.0,46 years,46.0,12.0,72658.0,
Arizona,4.0,2002.0,2002.0,48 years,48.0,14.0,70255.0,
Arizona,4.0,2002.0,2002.0,53 years,53.0,10.0,63444.0,
Arizona,4.0,2003.0,2003.0,34 years,34.0,11.0,75397.0,
Arizona,4.0,2003.0,2003.0,35 years,35.0,10.0,74383.0,
Arizona,4.0,2003.0,2003.0,39 years,39.0,14.0,80628.0,
Arizona,4.0,2003.0,2003.0,41 years,41.0,11.0,81288.0,
Arizona,4.0,2003.0,2003.0,44 years,44.0,14.0,77538.0,
Arizona,4.0,2003.0,2003.0,45 years,45.0,12.0,77609.0,
Arizona,4.0,2003.0,2003.0,47 years,47.0,16.0,73203.0,
Arizona,4.0,2003.0,2003.0,48 years,48.0,14.0,73576.0,
Arizona,4.0,2004.0,2004.0,38 years,38.0,11.0,75063.0,
Arizona,4.0,2004.0,2004.0,43 years,43.0,10.0,80878.0,
Arizona,4.0,2004.0,2004.0,44 years,44.0,10.0,83149.0,
Arizona,4.0,2004.0,2004.0,45 years,45.0,11.0,78173.0,
Arizona,4.0,2004.0,2004.0,46 years,46.0,11.0,78639.0,
Arizona,4.0,2004.0,2004.0,47 years,47.0,11.0,76619.0,
Arizona,4.0,2004.0,2004.0,48 years,48.0,12.0,73998.0,
Arizona,4.0,2004.0,2004.0,49 years,49.0,13.0,74796.0,
Arizona,4.0,2004.0,2004.0,51 years,51.0,10.0,69486.0,
Arizona,4.0,2005.0,2005.0,37 years,37.0,10.0,76211.0,
Arizona,4.0,2005.0,2005.0,40 years,40.0,12.0,83251.0,
Arizona,4.0,2005.0,2005.0,41 years,41.0,10.0,83236.0,
Arizona,4.0,2005.0,2005.0,43 years,43.0,11.0,83496.0,
Arizona,4.0,2005.0,2005.0,45 years,45.0,10.0,84073.0,
Arizona,4.0,2005.0,2005.0,46 years,46.0,13.0,79702.0,
Arizona,4.0,2005.0,2005.0,47 years,47.0,21.0,80195.0,26.2
Arizona,4.0,2005.0,2005.0,48 years,48.0,16.0,77737.0,
Arizona,4.0,2005.0,2005.0,49 years,49.0,19.0,75850.0,
Arizona,4.0,2005.0,2005.0,50 years,50.0,10.0,75988.0,
Arizona,4.0,2005.0,2005.0,51 years,51.0,12.0,73764.0,
Arizona,4.0,2006.0,2006.0,35 years,35.0,12.0,86328.0,
Arizona,4.0,2006.0,2006.0,36 years,36.0,12.0,87077.0,
Arizona,4.0,2006.0,2006.0,41 years,41.0,10.0,85113.0,
Arizona,4.0,2006.0,2006.0,43 years,43.0,10.0,83661.0,
Arizona,4.0,2006.0,2006.0,44 years,44.0,13.0,84450.0,
Arizona,4.0,2006.0,2006.0,46 years,46.0,21.0,85797.0,24.5
Arizona,4.0,2006.0,2006.0,48 years,48.0,18.0,81407.0,
Arizona,4.0,2006.0,2006.0,50 years,50.0,13.0,77230.0,
Arizona,4.0,2006.0,2006.0,51 years,51.0,13.0,77913.0,
Arizona,4.0,2006.0,2006.0,52 years,52.0,11.0,74945.0,
Arizona,4.0,2006.0,2006.0,53 years,53.0,10.0,72361.0,
Arizona,4.0,2006.0,2006.0,55 years,55.0,11.0,69798.0,
Arizona,4.0,2007.0,2007.0,34 years,34.0,12.0,78924.0,
Arizona,4.0,2007.0,2007.0,37 years,37.0,14.0,87072.0,
Arizona,4.0,2007.0,2007.0,38 years,38.0,11.0,81405.0,
Arizona,4.0,2007.0,2007.0,40 years,40.0,11.0,77720.0,
Arizona,4.0,2007.0,2007.0,42 years,42.0,14.0,86416.0,
Arizona,4.0,2007.0,2007.0,43 years,43.0,10.0,85329.0,
Arizona,4.0,2007.0,2007.0,44 years,44.0,12.0,84080.0,
Arizona,4.0,2007.0,2007.0,45 years,45.0,16.0,84728.0,
Arizona,4.0,2007.0,2007.0,47 years,47.0,10.0,86999.0,
Arizona,4.0,2007.0,2007.0,48 years,48.0,11.0,81787.0,
Arizona,4.0,2007.0,2007.0,49 years,49.0,14.0,82898.0,
Arizona,4.0,2007.0,2007.0,50 years,50.0,14.0,80377.0,
Arizona,4.0,2007.0,2007.0,51 years,51.0,11.0,78736.0,
Arizona,4.0,2007.0,2007.0,52 years,52.0,13.0,78457.0,
Arizona,4.0,2007.0,2007.0,54 years,54.0,10.0,73202.0,
Arizona,4.0,2008.0,2008.0,23 years,23.0,10.0,87378.0,
Arizona,4.0,2008.0,2008.0,24 years,24.0,11.0,86911.0,
Arizona,4.0,2008.0,2008.0,30 years,30.0,10.0,83882.0,
Arizona,4.0,2008.0,2008.0,31 years,31.0,10.0,80876.0,
Arizona,4.0,2008.0,2008.0,37 years,37.0,16.0,85820.0,
Arizona,4.0,2008.0,2008.0,43 years,43.0,15.0,85936.0,
Arizona,4.0,2008.0,2008.0,44 years,44.0,13.0,85191.0,
Arizona,4.0,2008.0,2008.0,45 years,45.0,12.0,83868.0,
Arizona,4.0,2008.0,2008.0,46 years,46.0,12.0,85793.0,
Arizona,4.0,2008.0,2008.0,47 years,47.0,14.0,85192.0,
Arizona,4.0,2008.0,2008.0,48 years,48.0,11.0,87020.0,
Arizona,4.0,2008.0,2008.0,49 years,49.0,18.0,83085.0,
Arizona,4.0,2008.0,2008.0,50 years,50.0,18.0,83271.0,
Arizona,4.0,2008.0,2008.0,51 years,51.0,16.0,81739.0,
Arizona,4.0,2008.0,2008.0,53 years,53.0,12.0,79826.0,
Arizona,4.0,2008.0,2008.0,56 years,56.0,11.0,73101.0,
Arizona,4.0,2009.0,2009.0,20 years,20.0,10.0,89986.0,
Arizona,4.0,2009.0,2009.0,21 years,21.0,10.0,88217.0,
Arizona,4.0,2009.0,2009.0,23 years,23.0,11.0,87502.0,
Arizona,4.0,2009.0,2009.0,24 years,24.0,10.0,87446.0,
Arizona,4.0,2009.0,2009.0,25 years,25.0,11.0,88444.0,
Arizona,4.0,2009.0,2009.0,26 years,26.0,16.0,86867.0,
Arizona,4.0,2009.0,2009.0,27 years,27.0,12.0,89390.0,
Arizona,4.0,2009.0,2009.0,29 years,29.0,16.0,88769.0,
Arizona,4.0,2009.0,2009.0,30 years,30.0,10.0,87296.0,
Arizona,4.0,2009.0,2009.0,31 years,31.0,14.0,80290.0,
Arizona,4.0,2009.0,2009.0,32 years,32.0,11.0,82796.0,
Arizona,4.0,2009.0,2009.0,33 years,33.0,11.0,80334.0,
Arizona,4.0,2009.0,2009.0,38 years,38.0,10.0,86251.0,
Arizona,4.0,2009.0,2009.0,39 years,39.0,14.0,88998.0,
Arizona,4.0,2009.0,2009.0,40 years,40.0,12.0,82186.0,
Arizona,4.0,2009.0,2009.0,41 years,41.0,13.0,79906.0,
Arizona,4.0,2009.0,2009.0,42 years,42.0,11.0,78885.0,
Arizona,4.0,2009.0,2009.0,44 years,44.0,16.0,85231.0,
Arizona,4.0,2009.0,2009.0,46 years,46.0,15.0,84519.0,
Arizona,4.0,2009.0,2009.0,47 years,47.0,20.0,86370.0,23.2
Arizona,4.0,2009.0,2009.0,48 years,48.0,12.0,84648.0,
Arizona,4.0,2009.0,2009.0,49 years,49.0,12.0,88152.0,
Arizona,4.0,2009.0,2009.0,50 years,50.0,14.0,82758.0,
Arizona,4.0,2009.0,2009.0,51 years,51.0,17.0,84174.0,
Arizona,4.0,2009.0,2009.0,52 years,52.0,14.0,81506.0,
Arizona,4.0,2009.0,2009.0,53 years,53.0,21.0,79817.0,26.3
Arizona,4.0,2009.0,2009.0,54 years,54.0,14.0,79589.0,
Arizona,4.0,2009.0,2009.0,55 years,55.0,10.0,76367.0,
Arizona,4.0,2009.0,2009.0,56 years,56.0,10.0,74852.0,
Arizona,4.0,2010.0,2010.0,21 years,21.0,12.0,89342.0,
Arizona,4.0,2010.0,2010.0,22 years,22.0,17.0,86504.0,
Arizona,4.0,2010.0,2010.0,24 years,24.0,10.0,87221.0,
Arizona,4.0,2010.0,2010.0,25 years,25.0,10.0,88264.0,
Arizona,4.0,2010.0,2010.0,26 years,26.0,10.0,86024.0,
Arizona,4.0,2010.0,2010.0,27 years,27.0,10.0,88835.0,
Arizona,4.0,2010.0,2010.0,28 years,28.0,10.0,88078.0,
Arizona,4.0,2010.0,2010.0,29 years,29.0,17.0,88797.0,
Arizona,4.0,2010.0,2010.0,30 years,30.0,13.0,90292.0,
Arizona,4.0,2010.0,2010.0,31 years,31.0,13.0,82364.0,
Arizona,4.0,2010.0,2010.0,33 years,33.0,13.0,81097.0,
Arizona,4.0,2010.0,2010.0,34 years,34.0,17.0,80280.0,
Arizona,4.0,2010.0,2010.0,38 years,38.0,12.0,83906.0,
Arizona,4.0,2010.0,2010.0,39 years,39.0,12.0,87911.0,
Arizona,4.0,2010.0,2010.0,40 years,40.0,13.0,88081.0,
Arizona,4.0,2010.0,2010.0,41 years,41.0,11.0,81105.0,
Arizona,4.0,2010.0,2010.0,43 years,43.0,14.0,77901.0,
Arizona,4.0,2010.0,2010.0,45 years,45.0,12.0,85397.0,
Arizona,4.0,2010.0,2010.0,46 years,46.0,15.0,84739.0,
Arizona,4.0,2010.0,2010.0,47 years,47.0,18.0,85415.0,
Arizona,4.0,2010.0,2010.0,48 years,48.0,10.0,85459.0,
Arizona,4.0,2010.0,2010.0,49 years,49.0,13.0,86012.0,
Arizona,4.0,2010.0,2010.0,50 years,50.0,18.0,87597.0,
Arizona,4.0,2010.0,2010.0,51 years,51.0,17.0,82982.0,
Arizona,4.0,2010.0,2010.0,52 years,52.0,16.0,84122.0,
Arizona,4.0,2010.0,2010.0,53 years,53.0,13.0,81309.0,
Arizona,4.0,2010.0,2010.0,54 years,54.0,11.0,79514.0,
Arizona,4.0,2010.0,2010.0,55 years,55.0,13.0,79301.0,
Arizona,4.0,2010.0,2010.0,56 years,56.0,11.0,76612.0,
Arizona,4.0,2010.0,2010.0,57 years,57.0,11.0,74796.0,
Arizona,4.0,2010.0,2010.0,58 years,58.0,12.0,72957.0,
Arizona,4.0,2011.0,2011.0,20 years,20.0,12.0,95568.0,
Arizona,4.0,2011.0,2011.0,22 years,22.0,14.0,92976.0,
Arizona,4.0,2011.0,2011.0,23 years,23.0,14.0,90334.0,
Arizona,4.0,2011.0,2011.0,25 years,25.0,12.0,89399.0,
Arizona,4.0,2011.0,2011.0,26 years,26.0,11.0,89665.0,
Arizona,4.0,2011.0,2011.0,27 years,27.0,10.0,86995.0,
Arizona,4.0,2011.0,2011.0,28 years,28.0,10.0,88403.0,
Arizona,4.0,2011.0,2011.0,29 years,29.0,10.0,89235.0,
Arizona,4.0,2011.0,2011.0,30 years,30.0,17.0,88346.0,
Arizona,4.0,2011.0,2011.0,31 years,31.0,14.0,90728.0,
Arizona,4.0,2011.0,2011.0,32 years,32.0,10.0,84094.0,
Arizona,4.0,2011.0,2011.0,33 years,33.0,12.0,81816.0,
Arizona,4.0,2011.0,2011.0,41 years,41.0,13.0,87895.0,
Arizona,4.0,2011.0,2011.0,42 years,42.0,10.0,82376.0,
Arizona,4.0,2011.0,2011.0,44 years,44.0,14.0,77955.0,
Arizona,4.0,2011.0,2011.0,45 years,45.0,10.0,79081.0,
Arizona,4.0,2011.0,2011.0,46 years,46.0,12.0,84289.0,
Arizona,4.0,2011.0,2011.0,47 years,47.0,10.0,84754.0,
Arizona,4.0,2011.0,2011.0,48 years,48.0,13.0,85303.0,
Arizona,4.0,2011.0,2011.0,49 years,49.0,10.0,85507.0,
Arizona,4.0,2011.0,2011.0,50 years,50.0,13.0,85957.0,
Arizona,4.0,2011.0,2011.0,51 years,51.0,16.0,87667.0,
Arizona,4.0,2011.0,2011.0,52 years,52.0,11.0,83729.0,
Arizona,4.0,2011.0,2011.0,54 years,54.0,14.0,82499.0,
Arizona,4.0,2011.0,2011.0,55 years,55.0,11.0,79705.0,
Arizona,4.0,2011.0,2011.0,56 years,56.0,11.0,79690.0,
Arizona,4.0,2011.0,2011.0,57 years,57.0,10.0,77939.0,
Arizona,4.0,2011.0,2011.0,58 years,58.0,11.0,75277.0,
Arizona,4.0,2012.0,2012.0,23 years,23.0,11.0,96388.0,
Arizona,4.0,2012.0,2012.0,24 years,24.0,14.0,91891.0,
Arizona,4.0,2012.0,2012.0,27 years,27.0,10.0,90166.0,
Arizona,4.0,2012.0,2012.0,29 years,29.0,10.0,88683.0,
Arizona,4.0,2012.0,2012.0,30 years,30.0,11.0,89107.0,
Arizona,4.0,2012.0,2012.0,31 years,31.0,11.0,88234.0,
Arizona,4.0,2012.0,2012.0,32 years,32.0,12.0,90824.0,
Arizona,4.0,2012.0,2012.0,33 years,33.0,11.0,83622.0,
Arizona,4.0,2012.0,2012.0,34 years,34.0,10.0,82146.0,
Arizona,4.0,2012.0,2012.0,35 years,35.0,10.0,82144.0,
Arizona,4.0,2012.0,2012.0,39 years,39.0,11.0,79556.0,
Arizona,4.0,2012.0,2012.0,40 years,40.0,15.0,83067.0,
Arizona,4.0,2012.0,2012.0,42 years,42.0,13.0,88222.0,
Arizona,4.0,2012.0,2012.0,43 years,43.0,10.0,82263.0,
Arizona,4.0,2012.0,2012.0,46 years,46.0,10.0,79217.0,
Arizona,4.0,2012.0,2012.0,47 years,47.0,11.0,84247.0,
Arizona,4.0,2012.0,2012.0,48 years,48.0,18.0,84932.0,
Arizona,4.0,2012.0,2012.0,49 years,49.0,14.0,85536.0,
Arizona,4.0,2012.0,2012.0,54 years,54.0,12.0,83803.0,
Arizona,4.0,2012.0,2012.0,55 years,55.0,13.0,82752.0,
Arizona,4.0,2013.0,2013.0,23 years,23.0,16.0,101298.0,
Arizona,4.0,2013.0,2013.0,24 years,24.0,13.0,95255.0,
Arizona,4.0,2013.0,2013.0,25 years,25.0,15.0,90831.0,
Arizona,4.0,2013.0,2013.0,26 years,26.0,10.0,87577.0,
Arizona,4.0,2013.0,2013.0,27 years,27.0,11.0,87331.0,
Arizona,4.0,2013.0,2013.0,28 years,28.0,12.0,88854.0,
Arizona,4.0,2013.0,2013.0,30 years,30.0,11.0,88700.0,
Arizona,4.0,2013.0,2013.0,32 years,32.0,11.0,88684.0,
Arizona,4.0,2013.0,2013.0,33 years,33.0,16.0,90106.0,
Arizona,4.0,2013.0,2013.0,41 years,41.0,10.0,82899.0,
Arizona,4.0,2013.0,2013.0,42 years,42.0,12.0,87355.0,
Arizona,4.0,2013.0,2013.0,44 years,44.0,11.0,82750.0,
Arizona,4.0,2013.0,2013.0,46 years,46.0,10.0,78579.0,
Arizona,4.0,2013.0,2013.0,47 years,47.0,11.0,78968.0,
Arizona,4.0,2013.0,2013.0,48 years,48.0,13.0,84077.0,
Arizona,4.0,2013.0,2013.0,49 years,49.0,14.0,85202.0,
Arizona,4.0,2013.0,2013.0,50 years,50.0,10.0,85483.0,
Arizona,4.0,2013.0,2013.0,53 years,53.0,11.0,87484.0,
Arizona,4.0,2013.0,2013.0,54 years,54.0,14.0,83962.0,
Arizona,4.0,2013.0,2013.0,55 years,55.0,10.0,83836.0,
Arizona,4.0,2013.0,2013.0,58 years,58.0,11.0,80204.0,
Arizona,4.0,2014.0,2014.0,23 years,23.0,14.0,103105.0,
Arizona,4.0,2014.0,2014.0,24 years,24.0,10.0,101281.0,
Arizona,4.0,2014.0,2014.0,25 years,25.0,16.0,95429.0,
Arizona,4.0,2014.0,2014.0,26 years,26.0,14.0,91360.0,
Arizona,4.0,2014.0,2014.0,28 years,28.0,11.0,87735.0,
Arizona,4.0,2014.0,2014.0,29 years,29.0,12.0,89737.0,
Arizona,4.0,2014.0,2014.0,30 years,30.0,14.0,87195.0,
Arizona,4.0,2014.0,2014.0,31 years,31.0,11.0,88934.0,
Arizona,4.0,2014.0,2014.0,33 years,33.0,10.0,88853.0,
Arizona,4.0,2014.0,2014.0,34 years,34.0,12.0,90802.0,
Arizona,4.0,2014.0,2014.0,35 years,35.0,16.0,84656.0,
Arizona,4.0,2014.0,2014.0,36 years,36.0,11.0,82998.0,
Arizona,4.0,2014.0,2014.0,39 years,39.0,12.0,84284.0,
Arizona,4.0,2014.0,2014.0,44 years,44.0,10.0,88760.0,
Arizona,4.0,2014.0,2014.0,47 years,47.0,15.0,78873.0,
Arizona,4.0,2014.0,2014.0,49 years,49.0,10.0,84712.0,
Arizona,4.0,2014.0,2014.0,50 years,50.0,12.0,85765.0,
Arizona,4.0,2014.0,2014.0,51 years,51.0,16.0,85960.0,
Arizona,4.0,2014.0,2014.0,52 years,52.0,11.0,86377.0,
Arizona,4.0,2014.0,2014.0,53 years,53.0,11.0,86464.0,
Arizona,4.0,2014.0,2014.0,54 years,54.0,10.0,88015.0,
Arizona,4.0,2014.0,2014.0,55 years,55.0,16.0,84620.0,
Arizona,4.0,2014.0,2014.0,56 years,56.0,10.0,84502.0,
Arizona,4.0,2014.0,2014.0,57 years,57.0,12.0,83753.0,
Arizona,4.0,2014.0,2014.0,58 years,58.0,15.0,80914.0,
Arizona,4.0,2014.0,2014.0,59 years,59.0,12.0,80786.0,
Arizona,4.0,2014.0,2014.0,61 years,61.0,10.0,76954.0,
Arizona,4.0,2015.0,2015.0,23 years,23.0,12.0,99917.0,
Arizona,4.0,2015.0,2015.0,24 years,24.0,22.0,102934.0,21.4
Arizona,4.0,2015.0,2015.0,25 years,25.0,13.0,101675.0,
Arizona,4.0,2015.0,2015.0,26 years,26.0,14.0,96269.0,
Arizona,4.0,2015.0,2015.0,27 years,27.0,10.0,91804.0,
Arizona,4.0,2015.0,2015.0,28 years,28.0,12.0,88300.0,
Arizona,4.0,2015.0,2015.0,29 years,29.0,16.0,88477.0,
Arizona,4.0,2015.0,2015.0,30 years,30.0,14.0,90216.0,
Arizona,4.0,2015.0,2015.0,31 years,31.0,12.0,87219.0,
Arizona,4.0,2015.0,2015.0,32 years,32.0,15.0,90091.0,
Arizona,4.0,2015.0,2015.0,33 years,33.0,17.0,89899.0,
Arizona,4.0,2015.0,2015.0,34 years,34.0,14.0,89695.0,
Arizona,4.0,2015.0,2015.0,35 years,35.0,15.0,91215.0,
Arizona,4.0,2015.0,2015.0,36 years,36.0,15.0,85163.0,
Arizona,4.0,2015.0,2015.0,37 years,37.0,11.0,83230.0,
Arizona,4.0,2015.0,2015.0,38 years,38.0,10.0,83074.0,
Arizona,4.0,2015.0,2015.0,39 years,39.0,14.0,80550.0,
Arizona,4.0,2015.0,2015.0,40 years,40.0,10.0,84701.0,
Arizona,4.0,2015.0,2015.0,41 years,41.0,15.0,81213.0,
Arizona,4.0,2015.0,2015.0,42 years,42.0,18.0,80908.0,
Arizona,4.0,2015.0,2015.0,44 years,44.0,14.0,87912.0,
Arizona,4.0,2015.0,2015.0,46 years,46.0,13.0,83467.0,
Arizona,4.0,2015.0,2015.0,48 years,48.0,13.0,79170.0,
Arizona,4.0,2015.0,2015.0,49 years,49.0,10.0,79881.0,
Arizona,4.0,2015.0,2015.0,51 years,51.0,17.0,86211.0,
Arizona,4.0,2015.0,2015.0,52 years,52.0,13.0,86245.0,
Arizona,4.0,2015.0,2015.0,53 years,53.0,13.0,86639.0,
Arizona,4.0,2015.0,2015.0,54 years,54.0,23.0,86935.0,26.5
Arizona,4.0,2015.0,2015.0,55 years,55.0,10.0,88478.0,
Arizona,4.0,2015.0,2015.0,59 years,59.0,13.0,81614.0,
Arizona,4.0,2016.0,2016.0,19 years,19.0,10.0,93985.0,
Arizona,4.0,2016.0,2016.0,20 years,20.0,12.0,92616.0,
Arizona,4.0,2016.0,2016.0,21 years,21.0,14.0,95298.0,
